Senior Data Analyst - Python Hadoop,Capco,3.8,(222 Reviews),https://www.naukri.com/job-listings-senior-data-analyst-python-hadoop-capco-technologies-pvt-ltd-bangalore-bengaluru-5-to-10-years-071022501019,5-10 Yrs,14 Days Ago,Not disclosed,Bangalore/Bengaluru,"['Relationship management', 'Data analysis', 'Bfsi', 'Business analysis', 'Risk assessment', 'Data quality', 'Investment banking', 'Asset management']"
Data Analyst,Claysol Media Labs,3.5,(4 Reviews),https://www.naukri.com/job-listings-data-analyst-claysol-media-labs-bangalore-bengaluru-5-to-7-years-191022008028,5-7 Yrs,2 Days Ago,"8,00,000 - 13,00,000 PA.",Bangalore/Bengaluru,"['Data Analysis', 'Data warehouse', 'Snowflake', 'ETL', 'Power BI', 'Warehousing', 'Tableau', 'Azure']"
HR Data Analyst | Pepsico,Talent500,3.2,(13 Reviews),https://www.naukri.com/job-listings-hr-data-analyst-pepsico-talent500-tech-india-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-6-years-211022006047,3-6 Yrs,1 Day Ago,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","['python', 'Tableau']"
Lead Data Analyst - CPG Reporting | Pepsico,Talent500,3.2,(13 Reviews),https://www.naukri.com/job-listings-lead-data-analyst-cpg-reporting-pepsico-talent500-tech-india-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-7-to-12-years-211022005096,7-12 Yrs,1 Day Ago,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",['data analysis']
Data Analyst,K12 Techno Services,3.1,(387 Reviews),https://www.naukri.com/job-listings-data-analyst-k12-techno-services-pvt-ltd-bangalore-bengaluru-2-to-4-years-211022004835,2-4 Yrs,1 Day Ago,"3,00,000 - 4,00,000 PA.",Bangalore/Bengaluru,"['Google Sheets', 'Pivot Table', 'CRM', 'data analysis', 'MIS', 'VLOOKUP', 'Advanced Excel']"
Data Analyst,Megma Services,,,https://www.naukri.com/job-listings-data-analyst-megma-services-mumbai-1-to-6-years-201022906085,1-6 Yrs,1 Day Ago,Not disclosed,Mumbai,"['MIS', 'MIS executive', 'PHP', 'CakePHP', 'Data Analyst', 'Laravel', 'Core PHP']"
Data Analyst,Zoom Start India,,,https://www.naukri.com/job-listings-data-analyst-zoom-start-india-bangalore-bengaluru-3-to-4-years-201022500284,3-4 Yrs,1 Day Ago,Not disclosed,Bangalore/Bengaluru,"['quantitative analysis', 'SQL', 'Tableau', 'communication', 'IT Skills', 'Computer science', 'Data analysis', 'Analytical']"
Hiring Data Analyst For Bangalore/Chennai Location,The It Mind Services,4.6,(4 Reviews),https://www.naukri.com/job-listings-hiring-data-analyst-for-bangalore-chennai-location-the-it-mind-services-chennai-bangalore-bengaluru-7-to-12-years-191022013466,7-12 Yrs,2 Days Ago,"5,50,000 - 11,00,000 PA.","Hybrid - Chennai, Bangalore/Bengaluru","['Data Analyst', 'data analysis', 'Data Modeling', 'SQL']"
Virtue Analytics - Data Analyst,Virtue Analytics,4.6,(7 Reviews),https://www.naukri.com/job-listings-virtue-analytics-data-analyst-virtue-analytics-lucknow-1-to-3-years-221022900232,1-3 Yrs,Few Hours Ago,Not disclosed,Lucknow,"['Data Science', 'Data Analytics', 'Analytics', 'Python']"
Zscaler Financial Data Analyst,Zscaler Softech,4.2,(120 Reviews),https://www.naukri.com/job-listings-zscaler-financial-data-analyst-zscaler-inc-sahibzada-ajit-singh-nagar-2-to-5-years-211022502466,2-5 Yrs,Few Hours Ago,Not disclosed,Sahibzada Ajit Singh Nagar,"['ERP', 'Automation', 'Payroll', 'Data management', 'QlikView', 'Analytics', 'SQL', 'CRM']"
Data Analyst,Etraveli,4.1,(11 Reviews),https://www.naukri.com/job-listings-data-analyst-etraveli-mumbai-3-to-5-years-201022503046,3-5 Yrs,1 Day Ago,Not disclosed,Mumbai,"['BPO', 'Automation', 'Business reporting', 'qlik sense', 'VLOOKUP', 'IFS', 'power bi', 'Data Analyst']"
"Data Analyst, Marketing & Communications",Parity Technologies,,,https://www.naukri.com/job-listings-data-analyst-marketing-communications-parity-technologies-remote-1-to-4-years-201022502137,1-4 Yrs,1 Day Ago,Not disclosed,remote,"['GDPR', 'data analytics', 'SQL', 'Python', 'GCP', 'IT Skills', 'Program Management', 'Data analysis']"
Zscaler Financial Data Analyst,Zscaler Softech,4.2,(120 Reviews),https://www.naukri.com/job-listings-zscaler-financial-data-analyst-cloudneeti-mohali-4-to-8-years-201022500384,4-8 Yrs,1 Day Ago,Not disclosed,Mohali,"['ERP', 'Automation', 'Payroll', 'Data management', 'QlikView', 'Analytics', 'SQL', 'CRM']"
Data Analyst,Jio,4.0,(14850 Reviews),https://www.naukri.com/job-listings-data-analyst-reliance-jio-infocomm-ltd-mumbai-8-to-13-years-151022501395,8-13 Yrs,6 Days Ago,Not disclosed,Mumbai,"['Report generation', 'Data analysis', 'Data management', 'Machine learning', 'Data structures', 'Business modeling', 'Mobile applications', 'Data mining']"
Data Analyst,Orbit Semiconductor Services,,,https://www.naukri.com/job-listings-data-analyst-orbit-technical-solutions-mohali-0-to-4-years-211022005892,0-4 Yrs,1 Day Ago,Not disclosed,Mohali,"['Tableau', 'power bi', 'sql', 'Python']"
AEP Data Analyst,CGI,4.2,(2020 Reviews),https://www.naukri.com/job-listings-aep-data-analyst-cgi-information-systems-and-management-consultants-private-limited-bangalore-bengaluru-3-to-5-years-181022914198,3-5 Yrs,3 Days Ago,Not disclosed,Bangalore/Bengaluru,"['Data Analysis', 'ServiceNow', 'Cross device analytics', 'Cohort analysis', 'AEP Data Analyst', 'data structures', 'Adhoc analysis']"
Data Analyst- Yulu Energy,Yulu Bikes,4.8,(20 Reviews),https://www.naukri.com/job-listings-data-analyst-yulu-energy-yulu-bikes-private-limited-bangalore-bengaluru-1-to-3-years-171022003604,1-3 Yrs,4 Days Ago,Not disclosed,Bangalore/Bengaluru,"['Analytical skills', 'Database design', 'Analytical', 'Process improvement', 'Data Analyst', 'Manager Quality Control', 'Data mining', 'Data warehousing']"
Data Analyst - Legal Operations,Unitedlex,3.5,(296 Reviews),https://www.naukri.com/job-listings-data-analyst-legal-operations-unitedlex-bpo-private-limited-gurgaon-gurugram-bangalore-bengaluru-3-to-7-years-131022012312,3-7 Yrs,8 Days Ago,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru","['data analysis', 'advance excel', 'financial reporting', 'data analytics', 'legal operations', 'Data Cleansing', 'Powerpoint', 'MS Office Word']"
Programmer / Data Analyst,Frost & Sullivan,3.7,(99 Reviews),https://www.naukri.com/job-listings-programmer-data-analyst-frost-and-sullivan-india-private-limited-kolkata-hyderabad-secunderabad-pune-ahmedabad-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-karnataka-tamil-nadu-3-to-7-years-090922001343,3-7 Yrs,9 Days Ago,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas), Karnataka, Tamil Nadu","['CATI', 'Cawi', 'customer analytics', 'customer service orientation', 'data analysis', 'data processing', 'Sawtooth', 'Voxco']"
Data Analyst For MNC Company |  Surat |,Venus Consultancy                             ,,,https://www.naukri.com/job-listings-data-analyst-for-mnc-company-surat-venus-consultancy-surat-0-to-5-years-211022008652,0-5 Yrs,1 Day Ago,"1,25,000 - 3,00,000 PA.",Surat,"['Data Analyst', 'Pivot Table', 'Advance excel', 'Countif', 'VLOOKUP', 'Data Analysis', 'Statistical Modeling', 'Data Analytics']"
Senior Analyst - Data Analysis,Tesco Bengaluru,4.2,(1001 Reviews),https://www.naukri.com/job-listings-senior-analyst-data-analysis-tesco-bengaluru-bangalore-bengaluru-2-to-7-years-171022500354,2-7 Yrs,4 Days Ago,Not disclosed,Bangalore/Bengaluru,"['Microstrategy', 'Business services', 'Automation', 'Analytical', 'Data quality', 'Teradata', 'microsoft', 'SQL']"
Data Analyst - SAS/SQL,Quillsoft IT Services,,,https://www.naukri.com/job-listings-data-analyst-sas-sql-quillsoft-it-services-bangalore-bengaluru-3-to-6-years-211022905986,3-6 Yrs,1 Day Ago,Not disclosed,Bangalore/Bengaluru,"['SAS', 'logistic regression', 'Web Analytics', 'Python', 'Machine Learning', 'MIS', 'analytical', 'R']"
Data Analyst,Fresh to Home,,,https://www.naukri.com/job-listings-data-analyst-fresh-to-home-bangalore-bengaluru-2-to-4-years-201022912017,2-4 Yrs,1 Day Ago,Not disclosed,Bangalore/Bengaluru,"['Data analytics', 'R', 'SQL', 'Python']"
Trainer- Data Analyst,Hire Hub Hiring Solutions,,,https://www.naukri.com/job-listings-trainer-data-analyst-hire-hub-hiring-solutions-mumbai-1-to-4-years-201022905637,1-4 Yrs,1 Day Ago,Not disclosed,Temp. WFH - Mumbai,"['Data Analytics', 'Trainer Data Analyst', 'SAS', 'python trainer', 'AI', 'machine learning trainer', 'R Programing', 'tech trainer']"
HR Data Analyst/ Specialist,Medline,4.2,(117 Reviews),https://www.naukri.com/job-listings-hr-data-analyst-specialist-medline-industries-india-private-limited-pune-4-to-7-years-141022012949,4-7 Yrs,7 Days Ago,"8,00,000 - 13,00,000 PA.",Hybrid - Pune,"['HR Data Analyst', 'HR Data Specialist']"
Data Analyst,Integreon,3.6,(426 Reviews),https://www.naukri.com/job-listings-data-analyst-integreon-mumbai-0-to-2-years-040722500979,0-2 Yrs,30+ Days Ago,Not disclosed,Mumbai,"['Computer science', 'Business services', 'Administration', 'Data management', 'Process improvement', 'Finance', 'Market research', 'Business solutions']"
Sr. Data Analyst,Thomson Reuters,4.3,(1321 Reviews),https://www.naukri.com/job-listings-sr-data-analyst-thomson-reuters-india-pvt-ltd-hyderabad-secunderabad-2-to-4-years-141022502817,2-4 Yrs,7 Days Ago,Not disclosed,Hyderabad/Secunderabad,"['Compliance', 'Business analysis', 'Analytical', 'Diversity and Inclusion', 'Legal', 'Data Analyst', 'Power point presentation', 'Taxation']"
Sr. Data Analyst - Product Hiring,Cbre,4.3,(2440 Reviews),https://www.naukri.com/job-listings-sr-data-analyst-product-hiring-cbre-south-asia-pvt-ltd-noida-hyderabad-secunderabad-gurgaon-gurugram-5-to-9-years-121022017329,5-9 Yrs,9 Days Ago,Not disclosed,"Hybrid - Noida, Hyderabad/Secunderabad, Gurgaon/Gurugram","['data analysis', 'Power Bi', 'Data Mining', 'SQL', 'python', 'Data Extraction']"
Data Analyst - Digital Services,Faurecia,4.0,(986 Reviews),https://www.naukri.com/job-listings-data-analyst-digital-services-faurecia-india-private-limited-pune-5-to-9-years-181022007687,5-9 Yrs,3 Days Ago,Not disclosed,Hybrid - Pune,"['Postgresql', 'SQL Database', 'Business Analysis', 'Python', 'excel', 'data mining', 'Data Management', 'Data Analysis']"
Data Analyst - IVMS,Shell,4.4,(1257 Reviews),https://www.naukri.com/job-listings-data-analyst-ivms-shell-india-markets-private-limited-bangalore-bengaluru-2-to-4-years-181022912559,2-4 Yrs,3 Days Ago,Not disclosed,Bangalore/Bengaluru,"['power BI', 'excel', 'technical support', 'data analysis', 'data analytics', 'Vehicle Monitoring System', 'business analytics', 'Vehicle safety inspection']"
Data Analyst - IVMS,Shell,4.4,(1257 Reviews),https://www.naukri.com/job-listings-data-analyst-ivms-shell-india-markets-private-limited-bangalore-bengaluru-2-to-5-years-181022910640,2-5 Yrs,3 Days Ago,Not disclosed,Bangalore/Bengaluru,"['data analysis', 'excel', 'macros', 'Power point', 'data analytics', 'power BI', 'business analytics', 'transportation risk assessment']"
Financial Data Analyst - SFG,Acuity Knowledge Partners,3.8,(319 Reviews),https://www.naukri.com/job-listings-financial-data-analyst-sfg-moody-s-shared-services-india-private-limited-bangalore-bengaluru-1-to-3-years-171022007411,1-3 Yrs,4 Days Ago,Not disclosed,Bangalore/Bengaluru,"['data analysis', 'credit analysis', 'analytical ability', 'fixed income', 'structured finance']"
Data Analyst,Calderys India Refractories,4.1,(93 Reviews),https://www.naukri.com/job-listings-data-analyst-calderys-india-refractories-ltd-nagpur-1-to-3-years-211022006106,1-3 Yrs,1 Day Ago,Not disclosed,Nagpur,"['Finance', 'Data Analysis']"
Data Analyst - Qlik-View/Qlik Sense & power BI,TeamPlus Staffing Solution Pvt Ltd,4.7,(5 Reviews),https://www.naukri.com/job-listings-data-analyst-qlik-view-qlik-sense-power-bi-teamplus-staffing-solution-pvt-ltd-remote-3-to-7-years-201022503258,3-7 Yrs,1 Day Ago,Not disclosed,Remote,"['SQL queries', 'qlik sense', 'Analytical', 'Reporting services', 'SSRS', 'power bi', 'QlikView', 'SSIS']"
Data Analyst,Webonise Lab,4.2,(30 Reviews),https://www.naukri.com/job-listings-data-analyst-webonise-lab-pune-1-to-5-years-201022502318,1-5 Yrs,1 Day Ago,Not disclosed,Pune,"['SPSS', 'Redshift', 'analytical', 'Datawarehouse', 'XML', 'Power BI', 'Tableau', 'communication']"
Marketing Data Analyst,Pandocorp,4.3,(7 Reviews),https://www.naukri.com/job-listings-marketing-data-analyst-pandocorp-chennai-1-to-4-years-201022501769,1-4 Yrs,1 Day Ago,Not disclosed,Chennai,"['Data Analysis', 'Excel', 'Supply chain', 'Data validation', 'Data Analyst', 'data enrichment', 'digital transformation', 'Auditing']"
Data Analyst - Data & Analytics,M&amp;G plc,4.2,(7 Reviews),https://www.naukri.com/job-listings-data-analyst-data-analytics-m-amp-g-plc-mumbai-2-to-3-years-151022500346,2-3 Yrs,6 Days Ago,Not disclosed,Mumbai,"['Data analysis', 'Coding', 'Information security', 'Customer service', 'Manager Quality Control', 'Business intelligence', 'Information technology', 'Analytics']"
Data Analyst - Data & Analytics,MG Global,,,https://www.naukri.com/job-listings-data-analyst-data-analytics-mg-global-mumbai-7-to-12-years-151022500284,7-12 Yrs,6 Days Ago,Not disclosed,Mumbai,"['Data analysis', 'Coding', 'Information security', 'Customer service', 'Manager Quality Control', 'Business intelligence', 'Information technology', 'Analytics']"
Data Analyst,VE Commercial Vehicles,4.0,(2070 Reviews),https://www.naukri.com/job-listings-data-analyst-ve-commercial-vehicles-limited-gurgaon-gurugram-3-to-5-years-141022011567,3-5 Yrs,7 Days Ago,"6,00,000 - 9,00,000 PA.",Gurgaon/Gurugram,"['MIS', 'Data Analytics', 'Microsoft Excel', 'Database Marketing', 'Data Management', 'Statistical Data Analysis', 'Business Analysis']"
Senior Business Analyst/Data Engineer - Python/AWS/SQL,Huquo Consulting Pvt. Ltd,,,https://www.naukri.com/job-listings-senior-business-analyst-data-engineer-python-aws-sql-huquo-consulting-pvt-ltd-bangalore-bengaluru-3-to-6-years-221022900828,3-6 Yrs,Just Now,Not disclosed,Bangalore/Bengaluru,"['Python', 'PySpark', 'Snowflake', 'EDM', 'ORM', 'Aws Glue Athena', 'Databricks', 'SQL']"
Senior Business Analyst - Data Forensics,Fidelity International,4.3,(302 Reviews),https://www.naukri.com/job-listings-senior-business-analyst-data-forensics-fil-india-business-and-research-services-private-limited-gurgaon-gurugram-4-to-7-years-171022901686,4-7 Yrs,4 Days Ago,Not disclosed,Gurgaon/Gurugram,"['business analysis', 'Data Modelling', 'Data Forensics', 'data analysis', 'Data Management', 'data strategy', 'Data Architecture', 'Data Governance']"
Business Data Analyst,Merito.in,,,https://www.naukri.com/job-listings-business-data-analyst-merito-in-mumbai-5-to-10-years-131022501827,5-10 Yrs,8 Days Ago,Not disclosed,Mumbai,"['SAN', 'customer analytics', 'PDF', 'Technical writing', 'Analytical', 'Social media', 'MySQL', 'SMS']"
Senior Data Analyst | Fortune500 Banking Company,Talent500,3.2,(13 Reviews),https://www.naukri.com/job-listings-senior-data-analyst-fortune500-banking-company-talent500-tech-india-private-limited-bangalore-bengaluru-4-to-6-years-131022000201,4-6 Yrs,9 Days Ago,Not disclosed,Bangalore/Bengaluru,"['Data Analysis', 'Data Analytics']"
Senior Data Analyst,Yapsody,4.0,(5 Reviews),https://www.naukri.com/job-listings-senior-data-analyst-yapsody-india-pvt-ltd-mumbai-all-areas-3-to-5-years-160922008615,3-5 Yrs,14 Days Ago,Not disclosed,Permanent Remote,"['Data Analysis', 'Data Analytics', 'IT Skills', 'Quality Assurance', 'Data Science', 'SAS', 'Statistical Modeling', 'Data Mining']"
Senior Data Management Analyst,Wells Fargo,4.2,(3409 Reviews),https://www.naukri.com/job-listings-senior-data-management-analyst-wells-fargo-india-solutions-pvt-ltd-hyderabad-secunderabad-7-to-12-years-191022500876,7-12 Yrs,2 Days Ago,Not disclosed,Hyderabad/Secunderabad,"['Excel', 'Data modeling', 'Analytical', 'Transfer pricing', 'Data quality', 'Business strategy', 'Data mining', 'Stakeholder management']"
Financial Data Analyst || Kolkata,2coms,,,https://www.naukri.com/job-listings-financial-data-analyst-kolkata-2coms-bangalore-bengaluru-kolkata-9-to-9-years-171022905184,9-9 Yrs,4 Days Ago,Not disclosed,"Bangalore/Bengaluru, Kolkata","['Accounting Principles', 'Financial Data Analyst', 'Accounting', 'Finance']"
AVP-Data Analyst,Allegis Services India Pvt. Ltd.,,,https://www.naukri.com/job-listings-avp-data-analyst-allegis-services-india-pvt-ltd-gurgaon-gurugram-11-to-16-years-171022004883,11-16 Yrs,4 Days Ago,Not disclosed,Hybrid - Gurgaon/Gurugram,"['Power Bi', 'Data Analysis', 'Power-Bi', 'Data Analyst', 'Data Analytics', 'Data Validation', 'Data Modelling', 'Data Manipulation']"
Data Analyst | Bangalore,Infra.Market,4.2,(133 Reviews),https://www.naukri.com/job-listings-data-analyst-bangalore-hella-infra-market-private-limited-bangalore-bengaluru-3-to-8-years-061022004811,3-8 Yrs,15 Days Ago,Not disclosed,Bangalore/Bengaluru,"['python', 'data analysis', 'power bi', 'Tableau', 'sql', 'technical writing', 'sas', 'data mining']"
Data Analyst -Python_Pyspark,Capco,3.8,(222 Reviews),https://www.naukri.com/job-listings-data-analyst-python-pyspark-capco-technologies-pvt-ltd-bangalore-bengaluru-3-to-7-years-141022500239,3-7 Yrs,7 Days Ago,Not disclosed,Bangalore/Bengaluru,"['Relationship management', 'Data analysis', 'Bfsi', 'Business analysis', 'Risk assessment', 'Data quality', 'Investment banking', 'Asset management']"
Data Analyst - NDHM - Delhi,National Institute For Smart Government (nisg),3.4,(116 Reviews),https://www.naukri.com/job-listings-data-analyst-ndhm-delhi-nisg-national-institute-for-smart-government-new-delhi-4-to-9-years-241121006803,4-9 Yrs,3 Days Ago,Not disclosed,New Delhi,"['Public Health', 'Data Analysis', 'Health Insurance']"
HR Data Analyst,Hitachi Ltd.,4.0,(4635 Reviews),https://www.naukri.com/job-listings-hr-data-analyst-hitachi-ltd-mumbai-3-to-6-years-101022501494,3-6 Yrs,11 Days Ago,Not disclosed,Mumbai,"['Data analysis', 'Data validation', 'Packaging', 'Healthcare', 'healthcare analytics', 'data integrity', 'Data Analyst', 'Japanese']"
Data Analyst III,Walmart,4.2,(12754 Reviews),https://www.naukri.com/job-listings-data-analyst-iii-walmart-labs-bangalore-bengaluru-3-to-7-years-131022502093,3-7 Yrs,8 Days Ago,Not disclosed,Bangalore/Bengaluru,"['power BI', 'SQL', 'IT Skills', 'Data analysis', 'Publishing', 'Data Analyst', 'Scheduling', 'Business intelligence']"
Data Analyst | Bangalore / Chennai,Infra.Market,4.2,(133 Reviews),https://www.naukri.com/job-listings-data-analyst-bangalore-chennai-hella-infra-market-private-limited-chennai-bangalore-bengaluru-3-to-8-years-061022604813,3-8 Yrs,15 Days Ago,Not disclosed,"Chennai, Bangalore/Bengaluru","['python', 'data analysis', 'power bi', 'technical writing', 'sas', 'data mining', 'Tableau', 'sql']"
Data Analyst,RS Consultants,,,https://www.naukri.com/job-listings-data-analyst-rs-consultants-pune-0-to-5-years-111022617575,0-5 Yrs,10 Days Ago,"1,50,000 - 3,00,000 PA.",Pune,"['MS Excel', 'Data Analyst', 'SQL']"
Data Analyst,WEN - Women Entrepren,,,https://www.naukri.com/job-listings-data-analyst-wen-women-entrepren-delhi-ncr-0-to-3-years-061022909097,0-3 Yrs,15 Days Ago,Not disclosed,Delhi / NCR,"['data analysis', 'business reporting', 'Data Analyst', 'business method analysis']"
Junior Data Analyst,XELENTRA-BUSINESS SOLUTIONS ,,,https://www.naukri.com/job-listings-junior-data-analyst-xelentra-business-solutions-chennai-bangalore-bengaluru-1-to-3-years-111022010695,1-3 Yrs,10 Days Ago,"2,75,000 - 3,00,000 PA.","Chennai, Bangalore/Bengaluru","['data analysis', 'Data Management', 'Data Extraction']"
Data Analyst,Quickxpert Infotech,3.0,(22 Reviews),https://www.naukri.com/job-listings-data-analyst-quickxpert-infotech-kolkata-indore-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-200722010262,0-5 Yrs,3 Days Ago,Not disclosed,"Kolkata, Indore, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","['SQL', 'python', 'C++', 'C', 'it', 'trainee', 'data analyst', 'bcom']"
Senior Data Analyst,Syren Technologies,4.5,(4 Reviews),https://www.naukri.com/job-listings-senior-data-analyst-syren-technologies-private-limited-hyderabad-secunderabad-3-to-5-years-191022500760,3-5 Yrs,2 Days Ago,Not disclosed,Hyderabad/Secunderabad,"['IT Skills', 'Python', 'Testing', 'Cloud', 'Tableau', 'Power BI', 'Azure', 'Automation']"
Senior Data Analyst,Hopper,,,https://www.naukri.com/job-listings-senior-data-analyst-hopper-remote-3-to-8-years-181022501999,3-8 Yrs,3 Days Ago,Not disclosed,Remote,"['Computer science', 'Hospitality', 'Data analysis', 'Google Analytics', 'Analytical', 'Business intelligence', 'Data mining', 'Financial services']"
Senior Data Analyst,Fidelity International,4.3,(302 Reviews),https://www.naukri.com/job-listings-senior-data-analyst-fil-india-business-and-research-services-private-limited-gurgaon-gurugram-5-to-7-years-141022913490,5-7 Yrs,7 Days Ago,Not disclosed,Gurgaon/Gurugram,"['Data analysis', 'MS SQL', 'Application support', 'Power BI', 'Coding', 'PLSQL', 'Security Management', 'Data Warehousing']"
Staff Data Analyst - R/SQL/Python,GM INFOTECH,,,https://www.naukri.com/job-listings-staff-data-analyst-r-sql-python-gm-infotech-bangalore-bengaluru-6-to-8-years-221022900625,6-8 Yrs,Just Now,Not disclosed,Bangalore/Bengaluru,"['Python', 'IT Skills', 'Tableau', 'R', 'SAS', 'Power BI', 'data mining', 'data processing']"
"Data Analyst & Business Analyst Freshers Can Apply
",Freelancer Varsha Abhijeet Kakde  ,,,https://www.naukri.com/job-listings-data-analyst-business-analyst-freshers-can-apply-freelancer-varsha-abhijeet-kakde-pune-0-to-1-years-101022002526,0-1 Yrs,11 Days Ago,"1,50,000 - 3,25,000 PA.",Pune,"['core and advance python programming', 'Data Management', 'Tableau', 'Business Analysis', 'Data Science', 'Business Consulting', 'Algorithms', 'Python Data']"
Analyst - Clinical Data Management (CDM),Accenture,4.2,(32017 Reviews),https://www.naukri.com/job-listings-analyst-clinical-data-management-cdm-accenture-solutions-pvt-ltd-bangalore-bengaluru-3-to-5-years-191022909768,3-5 Yrs,2 Days Ago,Not disclosed,Bangalore/Bengaluru,"['Test scripts', 'EDC', 'Reconciliation', 'Unit testing', 'Clinical data management', 'IT Skills', 'Testing', 'Cloud']"
Data Analyst,State Street,3.8,(1456 Reviews),https://www.naukri.com/job-listings-data-analyst-statestreet-global-advisor-pvt-ltd-bangalore-bengaluru-1-to-3-years-111022500387,1-3 Yrs,10 Days Ago,Not disclosed,Bangalore/Bengaluru,"['metadata', 'Front end', 'Data management', 'Data modeling', 'XML', 'Analytical', 'Teradata', 'SQL']"
Trainee Business Analyst   Big Data Analysis,ALLERIN TECHNOLOGIES Pvt Ltd.,,,https://www.naukri.com/job-listings-trainee-business-analyst-big-data-analysis-allerin-technologies-pvt-ltd-mumbai-0-to-1-years-190417500473,0-1 Yrs,30+ Days Ago,Not disclosed,Mumbai,"['IT Skills', 'Software Development', 'Testing', 'Big Data', 'Copyright', 'Data analysis', 'Change management', 'Coding']"
Junior Data Analyst- Project Services,PM Group,4.6,(18 Reviews),https://www.naukri.com/job-listings-junior-data-analyst-project-services-pm-group-bangalore-bengaluru-2-to-6-years-181022501730,2-6 Yrs,3 Days Ago,Not disclosed,Bangalore/Bengaluru,"['Computer science', 'Data analysis', 'Coding', 'Project management', 'Machine learning', 'HTML', 'Business intelligence', 'Data mining']"
Data Analyst,Blinkit,3.8,(1162 Reviews),https://www.naukri.com/job-listings-data-analyst-grofers-bangalore-bengaluru-0-to-2-years-290722500583,0-2 Yrs,30+ Days Ago,Not disclosed,Bangalore/Bengaluru,"['Supply chain management', 'Assurance', 'Process improvement', 'Strategic planning', 'Manager Technology', 'Workflow', 'Data Analyst', 'Customer service']"
MIS Executive / Data Analyst,Zebronics,3.3,(181 Reviews),https://www.naukri.com/job-listings-mis-executive-data-analyst-zebronics-india-pvt-ltd-chennai-2-to-6-years-061022005808,2-6 Yrs,15 Days Ago,Not disclosed,Chennai,"['advanced excel', 'dashboards', 'Pivot Table', 'python', 'VLOOKUP', 'mis', 'HLOOKUP', 'powerpoint']"
MIS Executive | Data Analyst| Faridabad Location,Veye Research,3.9,(11 Reviews),https://www.naukri.com/job-listings-mis-executive-data-analyst-faridabad-location-veye-research-pvt-ltd-faridabad-3-to-6-years-121022014373,3-6 Yrs,9 Days Ago,"2,50,000 - 3,50,000 PA.",Faridabad,"['advanced excel', 'Data Analytics']"
Manager/Senior Manager - Data Analyst,Huquo Consulting Pvt. Ltd,,,https://www.naukri.com/job-listings-manager-senior-manager-data-analyst-huquo-consulting-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-ahmedabad-jaipur-delhi-ncr-bangalore-bengaluru-2-to-7-years-061022903672,2-7 Yrs,15 Days Ago,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Ahmedabad, Jaipur, Delhi / NCR, Bangalore/Bengaluru","['Data Analysis', 'Airflow', 'data management', 'Tableau', 'SQL', 'Python']"
Senior Analyst - Data Management,Accenture,4.2,(32017 Reviews),https://www.naukri.com/job-listings-senior-analyst-data-management-accenture-solutions-pvt-ltd-bangalore-bengaluru-5-to-8-years-111022908157,5-8 Yrs,10 Days Ago,Not disclosed,Bangalore/Bengaluru,"['Publishing', 'Data management', 'Analytical', 'Artificial Intelligence', 'Consulting', 'Architecture', 'Database management system']"
Lead Data Analyst,Kwalee India,3.0,(5 Reviews),https://www.naukri.com/job-listings-lead-data-analyst-kwalee-india-private-limited-bangalore-bengaluru-2-to-7-years-181022005541,2-7 Yrs,3 Days Ago,Not disclosed,Bangalore/Bengaluru,"['python', 'data science', 'exploratory data analysis', 'NoSQL', 'Tableau', 'SQL', 'statistics']"
Data Analyst - Digital Ad Ops,Iopex Technologies,4.1,(943 Reviews),https://www.naukri.com/job-listings-data-analyst-digital-ad-ops-iopex-technologies-pvt-ltd-chennai-bangalore-bengaluru-4-to-9-years-171022500134,4-9 Yrs,4 Days Ago,Not disclosed,"Chennai, Bangalore/Bengaluru","['Social media', 'MySQL', 'Debugging', 'Data Analyst', 'Business intelligence', 'Troubleshooting', 'Analytics', 'SQL']"
Data Analyst - MDM,Shell,4.4,(1257 Reviews),https://www.naukri.com/job-listings-data-analyst-mdm-shell-india-markets-private-limited-bangalore-bengaluru-5-to-8-years-181022910627,5-8 Yrs,3 Days Ago,Not disclosed,Bangalore/Bengaluru,"['Data analysis', 'Data Mappings', 'business intelligence', 'Data warehousing', 'SQL queries', 'IICS', 'Data validation', 'SQL programming']"
